order_id,customer_id,restaurant_name,cuisine_type,order_date,order_amount,discount_percent,final_amount,delivery_time_mins,order_status,payment_method,order_rating,is_reorder,promo_code_used,delivery_partner_id,city,notes
ORD000101,CUST00087,PIZZA PALACE,Italian,not provided,1711,28.5,1624,47,CANCELLED,Net Banking,1.3,True,FLAT20 ,DP7325,Mumbai,no Onion
ORD000573,CUST00349,Spice  Garden,Mexican,2023-09-14,1615,30.6,415,65,pending,Cash,,1,N/A,,Mumbai,N/A
ORD001062,CUST00092,The Biryani House,Itlaian,05-21-2022,N/A,31.4,2529,89,Pending,cash,4.4,true,,,Delhi,Extra spicy
ORD000553,CUST00586,Wok-Express,PIZZA,05-24-2023,2550,17.8,2058,17,cancelled,COD,4.4,1,,,Mumbai,Extra spicy
ORD001137,CUST00255,Sushi Spot,Indian,N/A,2682,8.6,N/A,,N/A,Net Banking,3.2,false,,,DELHI,
ORD001422,CUST00410,Noodle Nook,Thai,not provided,851,29.5,336,80,Cancelled,wallet,3.6,1,N/A,N/A,MUMBAI,
ORD000474,CUST00069,PIZZA PALACE,Chineese,06-12-2023,992,39.7,,90,,wallet,,N,save10,,MUMBAI,no Onion
ORD000103,CUST00319,Wok Express,Italain,not provided,418,7.6,,419,Delivered,Net Banking,2.6,0,,DP1212,Bangalroe,
ORD001382,CUST00073,The Biryani House,Burger,1669334400,2336,45.6,492,79,delivered,net banking,3.6,N,FLAT20 ,DP6519,Ahemadabad,
ORD000031,CUST00583,Spice  Garden,Chinese,2023/11/10,1402,143.75523241794093,572,89,CANCELLED,cash,4.7,FALSE,FLAT20,N/A,bangalore,
ORD000952,CUST00498,The Biryani House,Indian,1673136000,1275,8.6,683,50,Dlvrd,CARD,,False,,,Kolkata,
ORD000281,CUST00454,Noodle  Nook,Continental,2023-11-01,1482,42.5,2016,15,pending,wallet,3.8,no,FIRST50,DP4429,Kolkata,  
ORD000575,CUST00166,Sushi_Spot,Mexican,20/02/2023,220,29.9,722,65,Delivered,upi,4.8,yes,SAVE 10,N/A,Ahemadabad,  
ORD000188,CUST00046,Pizza Palace,CHINESE,09-17-2023,1677,48.1,82,86,Delivered,net banking,,1,N/A,N/A,Chennai,
ORD000511,CUST00382,Burger Barn,Mexican,2022-07-22,1719,31.8,660,392,,card,4.6,True,FLAT20 ,,Bangalroe,no Onion
ORD000545,CUST00443,Wok Express,biryani,"August 10, 2023",2531,16.4,541,65,pending,card,2.6,Y,N/A,DP5213,  Pune ,
ORD001491,CUST00112,Curry Corner,Itlaian,1675036800,98519,47.8,2306,82,CANCELLED,Net Banking,2.3,true,N/A,N/A,kolkata ,
ORD000816,CUST00318,Sushi_Spot,Indian,,901,5.1,2437,64,Delivered,UPI ,1.1,yes,save10,DP9607,Bangalore,No onion
ORD000458,CUST00540,Wok Express,Biryani,N/A,2183,13.8,2885,20,delivered,UPI ,2.6,false,SAVE 10,,  Pune ,
ORD000419,CUST00580,Tandoor Tales,biryani,11-13-2023,2480,40.6,2557,37,Cancelled,Card,2.5,False,FLAT20,DP2730,Delhi ,extra SPICY
ORD000518,CUST00408,Tandoor Tales,continental,"February 03, 2022",1676,37.4,2847,32,cancelled,Wallet,2.6,False,SAVE 10,,Chennai,  
ORD000839,CUST00129,Wok-Express,Itlaian,2022-05-24,572,42.8,372,21,delivered,Net Banking,2.8,N,N/A,N/A,Hydrabad,  
ORD000604,CUST00395,Burger Barn!!,Chineese,N/A,2147,3.7,1917,88,pending,N/A,,yes,FLAT20,DP9508,Ahemadabad,  
ORD000724,CUST00428,Spice Garden,Biryani,,536,27.8,391,43,pending,upi,,TRUE,FLAT20 ,,kolkata ,
ORD001395,CUST00357,Noodle  Nook,Thai ,07-26-2023,1926,34.2,2962,462,Delivered,upi,3.0,false,FLAT20 ,N/A,Delhi ,  
ORD000142,CUST00354,Wok Express,Continental,1691798400,2672,4.5,2423,472,Cncld,upi,3.3,false,save10,DP4185,bangalore,N/A
ORD000261,CUST00011,Dosa Delight,biryani,,-103,48.6,1562,64,Pending,wallet,9.050556547617123,no,FIRST50,,Delhi ,
ORD001483,CUST00311,Tandoor Tales,CHINESE,,1623,14.5,1674,82,Dlvrd,cash,3.0,0,FLAT20,DP1190,Mumbai,
ORD000708,CUST00535,the biryani house,Biryani,1664496000,2321,4.1,452,63,DELIVERED,upi,,no,SAVE 10,,Mumbai,Less oil
ORD001283,CUST00514,Wok-Express,Continental,2023-04-24,1003,21.1,1144,21,CANCELLED,Cash,4.6,false,FLAT20,N/A,Kolkata,No onion
ORD000063,CUST00253,Wok Express,Biryani,N/A,659,41.3,700,76,cancelled,wallet,1.3,FALSE,N/A,,Delhi ,Extra spicy
ORD000459,CUST00500,Dosa Delight,CHINESE,not provided,439,27.5,2862,15,pending,UPI ,2.6,Y,FLAT20,,MUMBAI,No onion
ORD001230,CUST00085, Tandoor Tales,Sushi ,"July 14, 2022",1366,32.7,,70,pending,,4.6,False,N/A,,Ahmedabad,Less oil
ORD000228,CUST00424,Noodle  Nook,Chinese,16 Nov 2023,1793,38.2,134,40,Cancelled,Wallet,1.0,0,FLAT20,,Ahmedabad,extra SPICY
ORD000867,CUST00382,Spice  Garden,Thai ,N/A,2645,4.7,1081,82,cancelled,N/A,3.3,No,,,Ahmedabad,N/A
ORD000359,CUST00260,Spice Garden,Chineese,"April 22, 2022",2665,36.0,2815,72,pending,Net Banking,1.6,N,SAVE 10,,mumbai,Extra spicy
ORD001453,CUST00207,Sushi_Spot,PIZZA,,2076,20.3,1384,88,Delivered,,1.1,1,,N/A,Bangalore,
ORD000131,CUST00226,Dosa Delight,Italain,2023-08-25,2844,18.9,282,44,,Cash,,1,SAVE10,N/A,DELHI,  
ORD000855,CUST00054,Dosa Delight,Itlaian,2022/12/04,N/A,32.5,683,90,pending,COD,,1,N/A,,Ahemadabad,no Onion
ORD000280,CUST00035, Tandoor Tales,Italian,,1082,29.4,₹1457,61,Cancelled,Net Banking,1.1,false,FIRST50,,Hydrabad,Extra spicy
ORD000677,CUST00268,Sushi_Spot,Sushi ,not provided,2982,41.1,460,454,N/A,Card,3.6,Y,,,Delhi,  
ORD001378,CUST00092,Burger Barn!!,PIZZA,06/08/2022,442,33.5,1240,45,Delivered,net banking,1.5,True,,,Chennai,Extra spicy
ORD001242,CUST00149, Tandoor Tales,Thai,1651536000,402,160.97789404814176,2923,54,delivered,net banking,4.6,N,FLAT20 ,,Ahmedabad,no Onion
ORD000571,CUST00489,Spice  Garden,Continental,14 May 2022,1172,44.5,₹1621,65,pending,N/A,,no,FLAT20,,Bangalroe,extra SPICY
ORD001448,CUST00493,Burger Barn!!,Sushi ,"January 17, 2022",481,3.2,2478,,N/A,CARD,3.3,True,FIRST50,N/A,Hyderabad,no Onion
ORD000835,CUST00332,PIZZA PALACE,Itlaian,2022-12-01,1885,28.4,2970,63,delivered,Card,2.2,N,FIRST50,N/A,Mumbai,No onion
ORD000490,CUST00365,Dosa Delight,burger,N/A,191,14.4,2973,N/A,Dlvrd,card,,Y,FLAT20 ,,Ahmedabad,No onion
ORD000756,CUST00309,Dosa Delight.,Sushi,04-23-2022,1665,-17.971830000302337,2587,87,delivered,UPI,2.5,1,FLAT20,,Pune,Extra spicy
ORD001135,CUST00208,Spice Garden,continental,10/09/2023,1396,10.5,2592,70,N/A,CARD,4.8,Yes,N/A,N/A,bangalore,  
ORD001427,CUST00598,Burger Barn,PIZZA,N/A,1743,42.4,2838,77,N/A,cash,3.8,true,SAVE10,N/A,Bangalroe,extra SPICY
ORD001098,CUST00158,Spice Garden,Mexican,09-17-2022,427,22.5,2787,-9,cancelled,wallet,1.6,FALSE,,,Bangalore,no Onion
ORD000911,CUST00374,Spice Garden,biryani,"June 01, 2022",1196,46.1,1217,31,cancelled,Card,2.8,true,,N/A,kolkata ,extra SPICY
ORD000342,CUST00350,Sushi Spot,Italian,2022-06-03,482,20.8,408,61,N/A,Cash,4.5,no,FLAT20,DP6669,Kolkata,Less oil
ORD000160,CUST00569,Sushi_Spot,Continental,,1321,165.8075693288965,1751,72,Delivered,cash,4.7,1,,,Chennai,extra SPICY
ORD000373,CUST00263,Wok Express,Sushi ,05 Apr 2022,1327,22.5,1042,27,pending,Wallet,-0.1428254718431078,True,FLAT20 ,,Ahmedabad,  
ORD001479,CUST00233,Spice Garden,burger,03-03-2023,394,13.9,1405,54,Dlvrd,card,3.5,Yes,,,Delhi,Less oil
ORD000825,CUST00552,Noodle  Nook,Continental,N/A,₹769,28.6,1162,26,CANCELLED,CARD,,true,save10,DP6442,Delhi ,N/A
ORD001314,CUST00010,Sushi_Spot,continental,N/A,922,5.0,2981,59,CANCELLED,COD,1.2,TRUE,,N/A,Delhi,No onion
ORD000672,CUST00416,Burger Barn!!,Itlaian,19 Nov 2022,420,26.5,211,50,CANCELLED,UPI,2.0,0,FLAT20,DP5630,Ahemadabad,Extra spicy
ORD001202,CUST00529,Noodle Nook,biryani,2022/09/04,1788,4.9,2654,69,,Wallet,1.0,0,FIRST50,,kolkata ,  
ORD000479,CUST00141,Noodle  Nook,Continental,06-21-2022,687,35.4,2832,33,delivered,cash,,TRUE,FIRST50,DP7952,Ahmedabad,
ORD000143,CUST00421,Sushi Spot,Indian,2023/12/17,1205,11.4,1959,83,pending,N/A,3.8,N,FLAT20,DP9651,Hyderabad,  
ORD001266,CUST00157,Noodle Nook,indian,2022/02/28,358,18.3,1304,52,pending,Cash,2.6,False,save10,DP8336,Delhi,N/A
ORD001444,CUST00074,the biryani house,mexcian,06 Oct 2022,209,30.5,N/A,41,Delivered,card,2.3,True,,,Delhi ,no Onion
ORD000410,CUST00334,Burger Barn!!,Continental,1679961600,2609,31.0,426,16,,N/A,4.0,Yes,SAVE10,,Mumbai,no Onion
ORD001113,CUST00033,Sushi_Spot,Chinese,30 Aug 2022,513,18.6,₹1720,70,cancelled,,4.9,False,,,Mumbai,No onion
ORD000969,CUST00418,Wok-Express,Itlaian,N/A,₹219,7.3,354,32,Pending,net banking,,No,SAVE10,N/A,Mumbai,no Onion
ORD000092,CUST00306,Curry Corner,Indian,not provided,2724,2.7,2505,70,delivered,,7.082890372611028,false,SAVE 10,N/A,kolkata ,no Onion
ORD000285,CUST00384,Dosa Delight.,indian,11-09-2022,226,,2744,58,CANCELLED,Wallet,2.3,true,,DP1686,  Pune ,
ORD000375,CUST00371,Wok-Express,Thai ,not provided,1482,40.1,382,27,delivered,COD,3.3,no,save10,,Delhi ,Less oil
ORD000227,CUST00489,PIZZA PALACE,Burger,05-05-2022,2755,21.9,694,70,cancelled,UPI,4.1,No,FLAT20,DP7185,Ahemadabad,N/A
ORD001282,CUST00095,Sushi Spot,CHINESE,2022/07/27,₹1416,-1.1881000015497492,1662,62,Cancelled,net banking,2.7,FALSE,N/A,N/A,kolkata ,no Onion
ORD001236,CUST00565,the biryani house,Italain,2023/12/27,2144,7.3,960,67,N/A,Card,3.9,No,FLAT20 ,DP4651,chenai,extra SPICY
ORD001262,CUST00076,Burger Barn!!,Indian,N/A,2408,-7.3664538025398105,644,36,Dlvrd,Card,1.3,No,save10,DP7951,Bangalore,Extra spicy
ORD001407,CUST00417,Curry Corner@,continental,2022-12-10,N/A,37.9,624,63,delivered,upi,,Y,SAVE10,DP4238,Bangalroe,N/A
ORD000098,CUST00460,Burger Barn,Continental,08 Oct 2022,1664,-13.585488024652832,2316,37,pending,upi,4.8,1,,DP9448,Bangalore,
ORD000959,CUST00213,PIZZA PALACE,burger,not provided,739,34.1,N/A,19,Cancelled,UPI ,2.0,True,FLAT20,,Bangalroe,
ORD001088,CUST00571,Sushi Spot,Chinese,1698624000,227,173.51767634344327,,55,Dlvrd,Cash,3.4,N,,N/A,chenai,extra SPICY
ORD001338,CUST00304,Dosa Delight,Continental,,1642,43.6,1576,-23,CANCELLED,net banking,1.9,no,SAVE 10,,Delhi ,extra SPICY
ORD000099,CUST00246,Curry Corner@,indian,2022/09/28,2048,13.9,283,30,Delivered,Cash,,true,SAVE10,DP6011,kolkata ,
ORD000118,CUST00557,Burger Barn,Continental,01/07/2022,1816,10.7,N/A,36,Delivered,Wallet,2.8,True,save10,DP3350,Hydrabad,no Onion
ORD001237,CUST00289,The Biryani House,Burger,"December 18, 2023",1620,115.9422404203101,2794,53,CANCELLED,Net Banking,3.5,false,,,kolkata ,no Onion
ORD001058,CUST00412,Tandoor Tales,Italain,08-14-2023,2094,27.9,2367,52,Dlvrd,cash,4.2,FALSE,FIRST50,,Hyderabad,
ORD000635,CUST00488,Spice Garden,CHINESE,07/03/2023,1681,2.2,1443,62,Cancelled,Net Banking,4.7,No,,N/A,kolkata ,  
ORD001207,CUST00072,Burger Barn!!,burger,,1436,30.3,,N/A,Cncld,cash,4.3,TRUE,,N/A,Bangalroe,Extra spicy
ORD000385,CUST00310,Tandoor Tales,burger,not provided,1702,16.4,961,25,Delivered,Net Banking,,Y,N/A,,Ahemadabad,Extra spicy
ORD000928,CUST00395,The Biryani House,burger,05-01-2022,2276,21.1,367,25,DELIVERED,COD,4.0,yes,SAVE10,N/A,Chennai,Less oil
ORD000516,CUST00569,Dosa Delight.,biryani,1676505600,2952,21.7,1907,54,,,2.0,0,FIRST50,N/A,mumbai,No onion
ORD000371,CUST00533,Dosa Delight,mexcian,not provided,812,13.3,423,28,,UPI ,,False,FIRST50,DP6986,Hyderabad,extra SPICY
ORD000872,CUST00523,Wok Express,Sushi,2023-08-29,1332,N/A,443,86,cancelled,net banking,2.0,No,,,Delhi ,no Onion
ORD000706,CUST00012,Wok Express,PIZZA,N/A,1157,26.4,₹1330,36,Cancelled,Cash,4.8,False,N/A,,Mumbai,extra SPICY
ORD000088,CUST00377,Spice  Garden,indian,2023/11/07,1043,49.1,1574,,Dlvrd,Cash,,true,FIRST50,,Delhi,  
ORD000901,CUST00285,Spice  Garden,burger,N/A,1677,11.0,1532,88,N/A,N/A,,false,save10,DP2533,Kolkata,no Onion
ORD000120,CUST00194,Pizza Palace,biryani,2023/12/04,407,,2345,16,Cncld,N/A,4.1,true,SAVE 10,,kolkata ,
ORD000800,CUST00255,PIZZA PALACE,Pizza,"May 30, 2023",740,17.8,960,,N/A,cash,1.0,False,SAVE10,,DELHI,  
ORD000505,CUST00300,Noodle Nook,mexcian,07-05-2023,1377,-17.967880588130782,411,27,,Cash,4.2,TRUE,save10,,Ahemadabad,no Onion
ORD000626,CUST00203,Noodle  Nook,CHINESE,N/A,₹614,40.8,N/A,57,Dlvrd,Cash,4.4,True,,N/A,Delhi ,Less oil
ORD000958,CUST00551,Dosa Delight.,Italain,1702857600,2244,42.4,2614,334,Cncld,CARD,2.8,true,,,chenai,N/A
ORD000230,CUST00108,Wok-Express,indian,16 Sep 2023,₹559,28.3,2642,87,DELIVERED,Cash,,no,FIRST50,,Ahemadabad,No onion
ORD000834,CUST00046,Wok Express,PIZZA,not provided,2431,29.0,1065,59,CANCELLED,net banking,-0.2874487035486588,Y,N/A,,DELHI,Less oil
ORD000065,CUST00255,Burger Barn,Indian,2023/09/21,1966,21.2,631,32,CANCELLED,card,3.5,false,SAVE10,N/A,  Pune ,
ORD000833,CUST00356,Pizza Palace,mexcian,01 Jan 2023,713,7.3,N/A,60,Dlvrd,CARD,4.2,no,FIRST50,,Delhi ,N/A
ORD001284,CUST00582,Noodle Nook,CHINESE,N/A,252,8.1,2567,-29,Dlvrd,card,1.0,N,SAVE 10,,kolkata ,N/A
ORD000673,CUST00392,Pizza Palace,Thai ,,₹1560,28.2,2583,37,Pending,COD,,N,FIRST50,DP6569,mumbai,No onion
ORD000165,CUST00395,Burger Barn!!,Itlaian,"July 08, 2022",1869,9.8,2165,37,N/A,Card,,no,save10,,  Pune ,Extra spicy
ORD000200,CUST00120,Sushi_Spot,continental,12-28-2022,1781,31.9,₹160,85,Dlvrd,UPI,4.8,N,N/A,DP9100,Delhi,Extra spicy
ORD000799,CUST00203,Wok-Express,Itlaian,,2249,10.9,,16,Cncld,CARD,2.5,no,SAVE10,,mumbai,no Onion
ORD000696,CUST00187,Spice  Garden,indian,31 Jan 2023,185,38.2,1343,37,Delivered,Cash,2.1,N,FIRST50,N/A,Mumbai,Extra spicy
ORD001350,CUST00279,Curry Corner,Biryani,"May 24, 2023",-175,39.8,152,54,Cncld,COD,1.2,Y,SAVE 10,,  Pune ,  
ORD000451,CUST00483,The Biryani House,Biryani,,211,35.6,306,38,Cncld,net banking,,0,FLAT20,N/A,bangalore,Less oil
ORD000448,CUST00571,Wok Express,Sushi ,"September 06, 2022",326,3.8,2104,38,CANCELLED,,4.3,Yes,SAVE10,,chenai,no Onion
ORD000074,CUST00116,Sushi Spot,mexcian,not provided,2008,39.5,445,22,DELIVERED,Wallet,4.8,False,FLAT20,DP2648,Mumbai,extra SPICY
ORD000812,CUST00052,Tandoor Tales,Burger,,1354,45.6,2877,77,CANCELLED,Net Banking,,yes,FIRST50,DP7673,MUMBAI,Less oil
ORD000617,CUST00242,The Biryani House,Mexican,N/A,1006,39.9,2713,82,Pending,upi,,Y,save10,,Ahemadabad,no Onion
ORD000082,CUST00283,Curry Corner@,biryani,07 Dec 2023,2843,0.2,2860,60,Delivered,Cash,4.4,false,N/A,N/A,Bangalore,No onion
ORD000249,CUST00156,Burger Barn!!,PIZZA,2022/02/01,1070,45.0,2681,81,Dlvrd,card,-0.5543307953888035,True,,N/A,Bangalore,No onion
ORD000552,CUST00076,Wok-Express,Sushi,,2278,48.0,1667,31,,cash,1.6,FALSE,FLAT20,,kolkata ,
ORD001315,CUST00351,Noodle Nook,Chineese,N/A,2415,38.2,1333,70,N/A,CARD,2.3,FALSE,save10,N/A,Pune,no Onion
ORD000721,CUST00552,Curry Corner,PIZZA,N/A,1460,40.7,2883,39,Dlvrd,Cash,3.5,yes,,N/A,Kolkata,No onion
ORD000201,CUST00001,Sushi Spot,Chineese,2022-05-19,175,43.3,2990,39,Cncld,N/A,5.0,No,N/A,DP7033,Ahemadabad,  
ORD000229,CUST00121,Curry Corner,Thai,,2686,-5.193150353343746,N/A,33,,Cash,4.0,N,SAVE10,,  Pune ,No onion
ORD000380,CUST00007, Tandoor Tales,continental,11-15-2022,2252,30.0,2291,37,Cncld,UPI ,1.1,no,FIRST50,N/A,Ahemadabad,  
ORD001116,CUST00578,Wok-Express,CHINESE,11/07/2023,412,43.9,1310,16,DELIVERED,N/A,1.9,Y,FIRST50,,Delhi ,
ORD000377,CUST00319,Tandoor Tales,Italain,2022-04-22,872,20.8,1352,52,Dlvrd,net banking,1.7,true,SAVE10,,chenai,
ORD000638,CUST00416,Wok-Express,Thai ,01 May 2023,1211,4.5,2480,54,cancelled,wallet,3.2,1,SAVE10,N/A,chenai,
ORD000690,CUST00478, Tandoor Tales,Thai ,"December 15, 2023",243,27.8,1187,71,Cancelled,UPI,3.4,TRUE,N/A,N/A,Delhi,N/A
ORD000758,CUST00463,PIZZA PALACE,Continental,"April 18, 2023",1570,29.9,1562,60,CANCELLED,UPI,4.0,true,,N/A,Delhi,no Onion
ORD000196,CUST00342,Burger Barn!!,Biryani,29 Aug 2023,1929,30.2,1637,46,Delivered,Wallet,1.2,false,,,Chennai,N/A
ORD001381,CUST00308,Sushi Spot,PIZZA,2022-08-10,2777,0.7,₹1346,19,Dlvrd,Net Banking,2.5,Yes,FLAT20,N/A,Ahemadabad,extra SPICY
ORD001413,CUST00039, Tandoor Tales,Indian,N/A,1413,40.6,₹657,483,pending,cash,,true,,DP8903,DELHI,Less oil
ORD000010,CUST00046,Burger Barn,CHINESE,23/09/2023,1142,9.3,763,21,Cancelled,Wallet,4.4,False,FLAT20 ,N/A,DELHI,extra SPICY
ORD001145,CUST00299,PIZZA PALACE,indian,,740,,2054,N/A,pending,upi,2.5,yes,SAVE10,DP6081,Bangalroe,
ORD000749,CUST00057,PIZZA PALACE,Biryani,08/05/2023,165,37.9,849,42,,Cash,3.7,1,N/A,DP9420,Bangalore,N/A
ORD000446,CUST00188,Wok-Express,Chineese,2023/12/01,1703,20.6,₹1689,63,pending,card,3.2,true,,,Mumbai,Extra spicy
ORD000426,CUST00079,Spice Garden,indian,01-16-2023,1774,32.1,N/A,87,,Card,1.7,True,,N/A,Hyderabad,  
ORD001290,CUST00388,Wok-Express,Chinese,2023/10/26,1266,6.3,1486,60,Delivered,cash,1.1,false,SAVE 10,,Mumbai,N/A
ORD000798,CUST00468,Wok-Express,Chinese,not provided,370,N/A,416,70,cancelled,Card,,Y,save10,N/A,bangalore,extra SPICY
ORD001055,CUST00047,Sushi_Spot,Biryani,07/03/2022,1564,18.5,2979,39,delivered,CARD,1.9,yes,FIRST50,,Delhi,
ORD000692,CUST00112,Noodle  Nook,Indian,N/A,2428,12.9,1020,-1,Cancelled,UPI,4.9,False,,,MUMBAI,Less oil
ORD000670,CUST00295,Dosa Delight,Chinese,not provided,1798,17.3,2452,50,N/A,,1.7,Y,N/A,DP5387,Bangalroe,No onion
ORD000412,CUST00411, Tandoor Tales,Thai,1674518400,,8.1,722,50,CANCELLED,card,1.7,yes,,DP7177,Bangalroe,Less oil
ORD000189,CUST00234,Curry Corner,Chineese,04 Sep 2023,212,17.7,2458,76,Pending,Net Banking,2.2,false,N/A,N/A,Kolkata,N/A
ORD001414,CUST00398,Dosa Delight,Chineese,,1609,2.3,2552,44,,upi,2.9,1,,,mumbai,
ORD001323,CUST00003,Dosa Delight.,mexcian,,177,9.8,300,18,CANCELLED,UPI ,,no,,N/A,mumbai,Extra spicy
ORD000214,CUST00353,Dosa Delight.,Thai,12-09-2023,1567,17.7,241,26,Cancelled,,2.3,0,,N/A,mumbai,Extra spicy
ORD000980,CUST00037,Spice Garden,continental,not provided,2687,3.6,1318,69,Cncld,wallet,2.0,False,FLAT20,,Hyderabad,Less oil
ORD000856,CUST00280, Tandoor Tales,CHINESE,not provided,2047,26.0,2980,49,,UPI,2.8,True,FLAT20 ,N/A,Hydrabad,N/A
ORD000509,CUST00014,Burger Barn,Sushi ,25 Sep 2022,1951,33.0,1143,76,cancelled,Net Banking,2.7,no,N/A,,Ahmedabad,
ORD001246,CUST00153,Tandoor Tales,CHINESE,N/A,1366,36.1,₹517,50,,UPI,2.4,true,FLAT20 ,DP4795,Bangalore,N/A
ORD001279,CUST00026,Noodle Nook,Itlaian,"December 23, 2023",1148,10.6,1939,68,,COD,-0.17076496028629184,0,FLAT20,,Mumbai,
ORD000066,CUST00408,PIZZA PALACE,continental,"October 08, 2023",₹402,38.4,2375,23,CANCELLED,UPI ,4.9,No,FLAT20,N/A,Hydrabad,extra SPICY
ORD001015,CUST00228,Burger Barn,Italian,not provided,1894,25.3,533,75,Pending,CARD,4.8,N,,,Ahemadabad,no Onion
ORD000512,CUST00520, Tandoor Tales,Biryani,2022/11/03,489,17.7,1489,34,Delivered,Card,2.3,False,SAVE10,DP1037,bangalore,Less oil
ORD000478,CUST00511,Burger Barn!!,Italian,05-01-2022,2442,0.8,2886,37,Delivered,UPI ,8.992230406249707,No,SAVE10,DP8437,MUMBAI,
ORD001426,CUST00388,Wok-Express,Italain,,1335,47.2,₹205,62,Dlvrd,UPI,,N,SAVE10,DP1609,Bangalore,extra SPICY
ORD000436,CUST00486,Wok Express,Sushi,2022/10/21,1365,24.7,2393,42,Dlvrd,Card,8.382887568447448,True,,,Bangalroe,Extra spicy
ORD001121,CUST00508,PIZZA PALACE,Biryani,1678406400,--,31.7,175,54,DELIVERED,net banking,3.3,False,,,  Pune ,  
ORD000496,CUST00283,Burger Barn!!,Sushi ,2022-01-13,893,9.2,2021,70,N/A,wallet,3.5,Yes,SAVE10,,mumbai,  
ORD000829,CUST00162,Spice  Garden,Biryani,N/A,852,32.1,1436,89,Pending,Card,1.6,No,N/A,N/A,Bangalore,Less oil
ORD001029,CUST00422,Wok Express,Sushi,2023/09/01,N/A,45.0,723,30,Pending,wallet,1.7,true,,N/A,Chennai,Extra spicy
ORD001196,CUST00378,The Biryani House,Thai ,19/03/2022,579,24.9,680,38,pending,COD,1.4,Yes,N/A,,MUMBAI,extra SPICY
ORD000615,CUST00482,Noodle  Nook,indian,03-26-2023,,22.3,762,,pending,card,,No,SAVE 10,,MUMBAI,no Onion
ORD001269,INVALID,the biryani house,Chinese,not provided,,32.8,2253,83,delivered,cash,1.0,False,N/A,DP5300,mumbai,
ORD000588,CUST00169,Wok-Express,PIZZA,,2764,28.6,632,70,pending,Wallet,1.7,true,SAVE10,DP4709,Ahemadabad,N/A
ORD001050,CUST00087,The Biryani House,CHINESE,,1902,34.7,2605,33,Pending,Wallet,3.6,yes,,N/A,Bangalore,extra SPICY
ORD001263,CUST00113,Spice  Garden,Chinese,,₹1147,7.5,276,19,Pending,net banking,2.4,No,SAVE10,N/A,Ahmedabad,extra SPICY
ORD000852,CUST00056,Wok Express,indian,03 Apr 2023,82162,49.7,2736,-17,Pending,upi,3.5,True,FLAT20,,Mumbai,extra SPICY
ORD001049,CUST00104,Wok Express,indian,2023-08-21,2799,47.3,488,-3,Cncld,UPI,1.2,N,,,Hydrabad,no Onion
ORD000476,CUST00283,Burger Barn,burger,2023-08-21,2757,32.4,1046,20,Cncld,CARD,2.5,false,save10,N/A,mumbai,N/A
ORD000521,CUST00437,Dosa Delight.,Biryani,06 Jul 2022,1404,8.9,1531,42,Cancelled,card,2.7,Yes,SAVE10,,Mumbai,extra SPICY
ORD000351,CUST00518,Burger Barn,Thai ,"August 24, 2022",₹980,41.2,2882,47,pending,cash,4.7,True,,DP5185,Hyderabad,Extra spicy
ORD000942,CUST00039,Curry Corner,Burger,2022/10/17,248,19.9,393,73,Delivered,UPI ,3.7,TRUE,FLAT20,N/A,mumbai,Extra spicy
ORD000902,CUST00420,Spice Garden,continental,"December 04, 2022",1602,0.8,,22,N/A,CARD,3.8,True,SAVE10,N/A,Chennai,No onion
ORD000786,CUST00020,PIZZA PALACE,mexcian,2023-12-08,2090,21.8,2580,49,Cncld,Cash,4.0,true,FLAT20 ,,Chennai,
ORD001295,CUST00574,PIZZA PALACE,Pizza,2023-02-25,2466,11.1,1614,87,pending,wallet,3.3,No,save10,N/A,  Pune ,extra SPICY
ORD000841,CUST00136,Spice  Garden,Biryani,06-14-2023,521,N/A,1257,74,Cncld,Card,2.4,No,SAVE10,DP7819,MUMBAI,no Onion
ORD000364,CUST00545,PIZZA PALACE,biryani,29 Sep 2022,1207,43.9,791,35,delivered,wallet,,no,SAVE10,,Bangalore,  
ORD000281,CUST00454,Noodle  Nook,Continental,2023-11-01,1482,42.5,2016,15,pending,wallet,3.8,no,FIRST50,DP4429,Kolkata,  
ORD000330,CUST00024,Wok Express,Itlaian,"June 01, 2022",828,1.7,₹1879,67,Pending,wallet,1.3,False,save10,DP6720,Pune,no Onion
ORD000121,CUST00089,Spice  Garden,Continental,2023-02-03,1460,22.1,546,22,N/A,Net Banking,,Yes,,,MUMBAI,no Onion
ORD000014,CUST00305,Curry Corner,Thai,N/A,2708,-18.86011426378992,1386,46,Cncld,UPI,,0,SAVE 10,N/A,Ahemadabad,Less oil
ORD001045,CUST00071,Curry Corner@,Continental,11-15-2022,2380,38.1,239,78,DELIVERED,N/A,7.456927455921292,false,FLAT20,N/A,Pune,  
ORD001052,CUST00312,Sushi Spot,PIZZA,1693094400,₹1902,5.1,2328,56,Cancelled,UPI ,2.0,Yes,SAVE 10,N/A,  Pune ,
ORD001309,CUST00107,Wok-Express,Mexican,07-21-2022,198,5.5,1633,69,Dlvrd,upi,,1,save10,DP7585,Bangalroe,No onion
ORD000781,CUST00314, Tandoor Tales,Thai ,"August 22, 2022",2032,14.7,234,20,,CARD,1.0,N,,N/A,Chennai,No onion
ORD001140,CUST00061,Sushi_Spot,PIZZA,,973,120.81792829223978,645,47,delivered,UPI ,3.2,True,FLAT20 ,,Ahemadabad,N/A
